longitude,latitude,Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.3,2.19,0.11,0.05,7.3,16.5,0.26,0.45,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.3,2.73,0.16,0.06,4.0,20.3,0.32,0.65,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.2,2.04,0.15,0.16,13.6,17.5,0.26,0.65,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.2,1.76,0.11,0.12,33.6,10.5,0.32,0.44,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.1,2.22,0.11,0.27,34.0,15.4,0.34,0.55,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.4,1.73,0.11,0.16,8.2,10.9,0.28,0.38,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.4,1.78,0.09,0.12,5.0,11.6,0.3,0.61,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.6,1.66,0.09,0.06,9.0,12.3,0.28,0.52,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,loam,5.6,1.55,0.09,0.08,8.5,11.2,0.24,0.43,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.4,2.5,0.14,0.07,17.0,35.7,0.49,0.67,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.3,2.79,0.09,0.15,7.0,28.4,0.38,1.54,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.1,2.42,0.16,0.1,6.6,16.1,0.41,0.85,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.0,2.58,0.15,0.11,4.3,17.2,0.34,0.46,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.2,2.27,0.12,0.1,37.8,18.9,0.36,0.94,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.2,3.05,0.19,0.15,4.3,24.5,0.47,1.19,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.5,1.77,0.11,0.2,6.1,13.0,0.26,0.35,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.2,2.22,0.12,0.1,22.4,11.2,0.34,0.41,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.1,3.95,0.22,0.12,18.7,17.5,0.49,0.88,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.1,3.59,0.21,0.22,9.2,23.5,0.53,0.6,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.2,2.2,0.14,0.3,8.0,24.5,0.43,0.41,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Kaunia,Medium high land,loam,5.5,2.85,0.16,0.3,4.2,19.3,0.36,0.64,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Imadpur ,Medium low land,loam,5.7,2.87,0.16,0.16,7.8,17.9,0.34,0.64,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Alluvial soil of Teesta,Medium high land,loam,5.5,1.13,0.07,0.1,10.5,15.1,0.26,0.44,40.0,40.0,20.0
89.2767,25.5678,Mithpukur,Teesta sandy soil,Medium high land,in the sand,5.0,0.96,0.07,0.13,15.9,9.5,0.22,0.6,80.0,10.0,10.0
89.2767,25.5678,Mithpukur,Gangachara,Medium high land,in the sand,5.6,0.59,0.04,0.15,23.0,21.4,0.24,0.27,80.0,10.0,10.0
89.2767,25.5678,Mithpukur,Kachna ,Medium high land,Clay loam ,6.1,2.37,0.14,0.17,6.2,14.7,0.32,0.18,33.0,33.0,33.0
89.2767,25.5678,Mithpukur,Kachna ,Medium low land,Clay loam ,5.2,3.66,0.21,0.07,5.0,27.3,0.49,0.5,33.0,33.0,33.0
89.2767,25.5678,Mithpukur,Kachna ,Medium low land,Clay loam ,5.4,2.34,0.14,0.23,7.0,14.0,0.43,0.57,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Pirgacha,high ground,loam,4.2,1.53,0.08,0.18,95.0,3.8,0.23,1.11,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Pirgacha,high ground,loam,4.6,1.65,0.1,0.28,39.5,11.7,0.21,2.2,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Pirgacha,high ground,loam,4.6,20.4,0.11,0.3,46.4,31.4,0.43,3.0,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Pirgacha,high ground,loam,4.8,1.39,0.06,0.44,62.9,4.0,0.31,1.76,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.7,1.38,0.11,0.52,18.3,6.4,0.32,0.73,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.2,1.66,0.09,0.3,85.2,2.5,0.31,1.14,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.6,1.76,0.11,0.23,168.4,6.3,0.2,1.13,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.4,1.22,0.08,0.31,50.3,7.2,0.23,0.88,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.7,1.5,0.09,0.22,40.8,11.6,0.27,0.79,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.1,2.02,0.09,0.33,58.8,7.7,0.25,2.95,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.2,1.58,0.09,0.28,77.6,11.9,0.3,1.66,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.4,1.74,0.11,0.61,47.2,13.2,0.34,1.05,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,5.3,1.61,0.11,0.16,72.8,14.4,0.23,0.91,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,5.5,1.82,0.11,0.21,22.6,41.2,0.36,1.23,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,5.6,1.3,0.11,0.21,47.3,24.5,0.2,1.11,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.1,2.34,0.09,0.2,27.7,8.3,0.3,1.76,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.4,2.66,0.1,0.27,21.9,7.6,0.32,0.96,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.9,2.0,0.09,0.11,12.9,6.1,0.22,0.73,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.7,2.18,0.1,0.09,14.3,15.3,0.28,0.8,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.7,1.81,0.14,0.11,46.2,13.8,0.4,1.31,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.1,2.28,0.1,0.25,22.4,14.8,0.3,0.68,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,1.59,0.05,0.21,36.5,8.1,0.3,1.06,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,2.71,0.09,0.4,10.4,35.7,0.3,0.97,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.2,1.42,0.09,0.1,6.8,9.1,0.32,0.85,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.0,1.74,0.11,0.34,25.8,46.1,0.26,0.76,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.7,1.73,0.12,0.15,21.2,3.2,0.32,1.36,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,1.27,0.112,0.14,18.7,3.7,0.34,1.4,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.0,2.06,0.1,0.12,6.5,17.6,0.31,1.51,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.3,2.47,0.1,0.07,6.3,12.6,0.3,0.78,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,1.59,0.1,0.67,32.1,13.6,0.32,1.03,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.4,2.31,0.09,0.13,32.5,16.3,0.23,2.24,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.0,1.35,0.1,0.1,8.9,11.7,0.26,1.6,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.1,2.1,0.09,0.09,3.8,10.3,0.2,0.77,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.4,2.5,0.17,0.39,17.5,15.0,0.32,1.06,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.7,2.71,0.1,0.15,14.0,7.1,0.25,1.01,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.7,1.85,0.09,0.19,11.2,9.4,0.3,0.94,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.8,1.87,0.1,1.01,77.9,39.2,0.32,3.07,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.8,1.69,0.1,0.12,10.1,4.3,0.21,0.85,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.7,1.8,0.1,0.11,14.1,17.2,0.35,1.03,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.8,1.62,0.09,0.99,32.2,12.9,0.34,2.18,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.5,2.16,0.1,0.22,22.4,1.8,0.3,1.13,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.6,1.59,0.09,0.12,16.0,7.1,0.3,1.68,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.7,2.56,0.09,0.75,59.8,40.4,0.44,2.25,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.5,1.6,0.09,0.18,59.4,23.1,0.3,1.55,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.8,2.11,0.1,0.38,93.3,9.4,0.24,1.89,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,4.8,1.48,0.1,0.14,26.5,7.6,0.31,1.24,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,4.5,1.46,0.13,0.14,17.1,12.7,0.2,0.72,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,5.0,2.31,0.17,0.09,4.4,17.2,0.35,1.03,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,4.9,2.06,0.1,0.12,27.4,1.8,0.28,1.36,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,4.3,1.36,0.07,0.33,11.0,5.2,0.2,0.78,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Berries,high ground,loam,4.5,1.49,0.11,0.2,26.8,13.1,0.55,0.94,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.2,2.0,0.12,0.0,9.6,14.7,0.25,0.98,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.5,1.84,0.12,0.17,6.1,5.0,0.24,1.03,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,2.66,0.12,0.15,20.0,10.1,0.21,0.86,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.9,2.25,0.09,0.11,97.8,8.4,0.3,1.53,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.1,1.89,0.09,0.12,4.6,6.8,0.28,0.79,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.0,2.0,0.13,0.15,15.8,23.2,0.43,1.7,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.7,1.06,0.09,0.15,7.9,3.8,0.3,1.05,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,1.46,0.11,0.16,13.6,4.2,0.31,1.01,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.7,1.56,0.08,0.19,8.8,1.8,0.26,1.41,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.5,2.2,0.1,0.07,88.7,4.4,0.21,1.36,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,1.02,0.07,0.12,18.3,2.9,0.2,0.51,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.5,1.46,0.13,0.16,34.5,11.2,0.2,0.63,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.1,2.25,0.1,0.12,7.0,2.9,0.27,0.93,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.8,1.69,0.1,0.08,4.5,3.1,0.2,0.78,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,6.0,1.73,0.09,0.6,5.6,0.65,0.22,0.51,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.5,2.21,0.13,0.36,74.5,27.4,0.3,0.98,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,5.2,2.19,0.11,0.08,8.4,1.2,0.21,0.64,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.2,1.78,0.1,0.15,44.9,10.9,0.3,1.15,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.2,1.94,0.07,0.26,84.3,2.4,0.28,1.72,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Palashbari,high ground,loam,5.0,1.38,0.06,0.22,84.2,3.6,0.2,1.93,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,high ground,loam,4.8,1.0,0.06,0.27,21.9,5.8,0.24,0.66,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.7,0.98,0.07,0.34,37.4,8.4,0.21,0.62,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.0,1.32,0.09,0.24,14.3,11.4,0.3,0.61,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,6.0,0.82,0.1,0.22,18.1,18.6,0.26,0.43,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.1,1.62,0.11,0.23,7.7,8.3,0.3,0.63,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.3,1.83,0.09,0.17,23.8,4.17,0.2,1.41,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.9,2.93,0.09,0.09,3.9,16.3,0.28,2.61,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.0,1.92,0.1,0.11,9.9,12.8,0.22,1.19,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.7,2.55,0.09,0.12,5.7,7.1,0.2,1.13,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.4,2.12,0.09,0.13,6.9,30.6,0.31,3.2,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.0,2.33,0.08,0.13,3.0,11.0,0.27,0.75,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.9,2.48,0.08,0.11,6.6,13.4,0.3,0.8,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.7,2.29,0.09,0.12,7.6,19.4,0.2,1.34,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.0,2.37,0.1,0.13,32.4,15.3,0.25,0.91,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.1,2.28,0.08,0.6,42.1,28.8,0.35,1.26,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.0,2.5,0.09,0.27,15.6,15.9,0.32,1.71,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.6,2.59,0.08,0.21,30.2,10.2,0.2,0.92,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.7,2.23,0.09,0.27,30.3,15.2,0.23,1.68,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.9,1.94,0.1,0.09,6.6,30.7,0.26,1.01,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.9,2.66,0.1,0.14,9.7,23.3,0.31,0.8,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.5,1.7,0.1,0.13,6.4,5.7,0.25,1.02,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.8,2.41,0.09,0.09,4.0,12.6,0.27,0.95,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.4,2.83,0.1,0.29,8.1,24.6,0.43,1.02,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.2,1.64,0.09,0.2,7.2,16.6,0.35,1.12,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.6,4.37,0.08,0.12,21.8,6.5,0.2,0.89,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.8,2.04,0.09,0.24,37.2,4.8,0.2,1.0,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.9,1.4,0.08,0.2,5.0,11.3,0.2,0.96,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.3,1.96,0.09,0.19,6.9,16.4,0.3,0.73,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.0,1.94,0.09,0.54,36.0,45.1,0.31,1.43,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.1,2.25,0.1,0.27,10.9,9.6,0.22,0.94,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.4,2.37,0.09,0.13,12.3,20.5,0.3,0.67,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.9,2.09,0.09,0.25,15.1,9.6,0.2,1.02,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.9,2.18,0.09,0.14,7.2,11.4,0.26,1.05,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,4.9,1.92,0.1,0.1,5.7,16.1,0.25,0.65,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.2,2.14,0.09,0.07,5.9,11.5,0.28,0.85,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.1,1.96,0.1,0.25,6.1,14.8,0.29,0.93,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.0,1.7,0.17,0.27,11.9,10.4,0.35,0.56,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Gangachara,Medium high land,loam,5.1,1.94,0.9,0.33,19.2,9.2,0.3,0.44,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,4.9,2.75,0.07,0.12,2.6,21.2,0.3,1.86,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,5.1,2.59,0.06,0.32,5.1,22.3,0.32,1.11,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,4.9,3.19,0.07,0.12,5.0,22.7,0.41,1.17,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.9,2.56,0.07,0.3,13.3,33.1,0.29,1.14,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,5.0,1.84,0.08,0.11,7.5,11.1,0.3,0.97,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.7,2.81,0.07,0.16,17.9,5.9,0.3,1.68,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.8,2.82,0.06,0.14,8.0,12.4,0.2,1.35,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.3,4.48,0.1,0.28,35.9,13.6,0.2,1.79,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,5.2,2.16,0.06,0.22,12.3,17.8,0.23,0.92,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,5.5,3.3,0.08,0.22,6.6,25.2,0.46,0.9,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.9,3.01,0.08,0.13,4.7,23.3,0.29,0.95,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.1,2.99,0.08,0.13,2.7,29.5,0.3,0.52,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,5.3,2.89,0.06,0.56,10.9,20.5,0.3,1.35,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,5.4,2.84,0.07,0.22,6.7,19.4,0.23,0.89,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,5.7,2.19,0.07,0.16,8.1,25.8,0.34,0.58,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.9,3.58,0.08,0.1,4.3,21.9,0.23,1.11,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium high land,Clay loam ,4.7,1.89,0.12,0.28,24.0,10.4,0.32,0.7,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,5.2,2.75,0.25,0.29,5.6,40.8,0.31,1.06,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,5.2,3.42,0.21,0.15,12.4,35.5,0.34,1.04,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,4.8,2.34,0.22,0.35,12.4,16.0,0.3,1.09,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,5.3,3.49,0.2,0.37,7.0,30.5,0.3,1.08,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,5.1,3.47,0.17,0.16,7.4,22.4,0.29,0.51,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,5.1,1.98,0.22,0.16,9.8,14.9,0.31,0.61,33.0,33.0,33.0
89.4,25.58,Pirgacha ,Kaunia,Medium low land,Clay loam ,5.4,3.15,0.25,0.12,2.6,21.5,0.35,1.13,33.0,33.0,33.0
89.4,25.58,Pirgacha ,The militants,Medium high land,brick,5.4,3.85,0.25,0.28,3.1,12.4,0.63,1.08,20.0,20.0,60.0
89.4,25.58,Pirgacha ,The militants,Medium high land,brick,5.0,5.25,0.18,0.25,12.4,36.8,0.61,1.45,20.0,20.0,60.0
89.4,25.58,Pirgacha ,The militants,Medium high land,brick,5.1,5.06,0.2,0.28,12.8,32.7,0.56,1.15,20.0,20.0,60.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,6.0,1.26,12.6,14.2,0.26,0.4,0.35,0.35,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,5.9,0.69,0.04,0.18,12.8,54.5,0.26,1.25,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,5.9,0.61,0.06,0.25,12.7,60.3,0.2,0.41,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,6.0,0.51,0.04,0.17,13.2,54.4,0.27,0.41,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,6.1,0.74,0.05,0.13,8.6,4.8,0.21,0.39,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,5.3,0.92,0.05,0.26,7.6,15.5,0.26,0.44,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,6.5,1.58,0.06,0.13,10.1,16.8,0.31,0.5,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,5.5,0.98,0.06,0.18,7.6,5.4,0.25,0.61,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,5.3,1.14,0.07,0.22,7.9,16.3,0.3,0.55,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium low land,loam,5.8,0.58,0.04,0.18,13.3,7.8,0.2,0.4,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium low land,loam,6.1,0.23,0.01,0.05,7.6,7.7,0.23,0.18,40.0,40.0,20.0
89.4,25.58,Pirgacha ,Alluvial soil of Teesta,Medium low land,loam,6.0,0.14,0.04,0.04,7.5,8.3,0.24,0.21,40.0,40.0,20.0
89.2167,25.85,Gangachara,Pirgacha,high ground,unknown,5.1,0.95,0.0016,0.46,101.0,18.0,0.5,1.0,33.0,33.0,33.0
89.2167,25.85,Gangachara,Pirgacha,high ground,unknown,5.1,0.7,0.001,34.0,77.0,12.0,0.2,1.0,33.0,33.0,33.0
89.2167,25.85,Gangachara,Gangachara,high ground,unknown,5.6,1.4,0.0033,0.53,15.0,20.0,0.2,4.0,33.0,33.0,33.0
89.2167,25.85,Gangachara,Pirgacha,high ground,unknown,5.4,1.7,0.0032,0.53,23.0,25.0,0.2,3.0,33.0,33.0,33.0
89.2167,25.85,Gangachara,Palashbari,high ground,unknown,5.2,0.8,0.0012,0.53,150.0,12.0,0.2,1.0,33.0,33.0,33.0
89.2167,25.85,Gangachara,Palashbari,high ground,unknown,4.9,0.2,0.0015,0.53,103.0,35.0,0.8,1.0,33.0,33.0,33.0
89.2167,25.85,Gangachara,Gangachara,high ground,unknown,5.0,1.2,0.002,0.21,11.0,15.0,0.2,1.0,33.0,33.0,33.0
89.2167,25.85,Gangachara,Gangachara,high ground,unknown,5.0,0.4,0.0017,0.37,15.0,16.0,0.2,1.0,33.0,33.0,33.0
